2025-05-05 12:48:01 - DECISION: accept, JOB_ID: test, TITLE: test
2025-05-05 12:48:21 - DECISION: accept, JOB_ID: test, TITLE: test
2025-05-05 13:47:08 - DECISION: reject, JOB_ID: test
2025-05-06 20:41:59 - DECISION: reject, JOB_ID: 1
2025-05-06 20:42:02 - DECISION: reject, JOB_ID: 1
2025-05-06 20:42:06 - DECISION: reject, JOB_ID: 1
2025-05-06 20:45:27 - DECISION: reject, JOB_ID: 1
2025-05-06 20:46:40 - DECISION: reject, JOB_ID: 1
2025-05-06 20:47:21 - DECISION: reject, JOB_ID: 1
2025-05-06 20:47:57 - DECISION: reject, JOB_ID: 1
2025-05-06 20:48:54 - DECISION: reject, JOB_ID: 1
2025-05-06 22:42:06 - DECISION: reject, JOB_ID: 1
2025-05-06 22:44:07 - DECISION: reject, JOB_ID: 1
2025-05-06 22:45:42 - DECISION: accept, JOB_ID: 1
2025-05-06 22:45:48 - DECISION: reject, JOB_ID: 1
2025-05-06 22:46:32 - DECISION: reject, JOB_ID: 1
2025-05-06 22:46:35 - DECISION: reject, JOB_ID: 1
2025-05-06 22:48:33 - DECISION: reject, JOB_ID: 1
2025-05-06 22:49:19 - DECISION: accept, JOB_ID: 1
2025-05-06 22:49:36 - DECISION: reject, JOB_ID: 1
2025-05-06 22:49:40 - DECISION: reject, JOB_ID: 1
2025-05-06 22:49:45 - DECISION: reject, JOB_ID: 1
2025-05-06 22:50:17 - DECISION: reject, JOB_ID: 1
2025-05-06 22:50:18 - DECISION: reject, JOB_ID: 1
2025-05-06 22:50:31 - DECISION: reject, JOB_ID: 1
2025-05-06 22:50:33 - DECISION: reject, JOB_ID: 1
2025-05-06 22:50:34 - DECISION: reject, JOB_ID: 1
2025-05-06 22:57:36 - DECISION: reject, JOB_ID: 1
2025-05-06 23:15:07 - DECISION: reject, JOB_ID: 1
2025-05-06 23:15:16 - DECISION: accept, JOB_ID: 1
2025-05-06 23:15:25 - DECISION: reject, JOB_ID: 1
2025-05-06 23:15:45 - DECISION: reject, JOB_ID: 1
2025-05-06 23:16:28 - DECISION: reject, JOB_ID: 1
2025-05-06 23:16:37 - DECISION: reject, JOB_ID: 1
2025-05-06 23:16:40 - DECISION: reject, JOB_ID: 1
2025-05-06 23:25:45 - DECISION: reject, JOB_ID: 1
2025-05-06 23:26:10 - DECISION: accept, JOB_ID: 1
2025-05-06 23:34:39 - DECISION: reject, JOB_ID: 1
2025-05-06 23:34:51 - DECISION: accept, JOB_ID: 1
2025-05-06 23:34:52 - DECISION: reject, JOB_ID: 1
2025-05-06 23:35:03 - DECISION: reject, JOB_ID: 1
2025-05-06 23:35:16 - DECISION: reject, JOB_ID: 1
2025-05-06 23:40:59 - DECISION: accept, JOB_ID: 1
2025-05-06 23:41:18 - DECISION: reject, JOB_ID: 1
2025-05-06 23:41:35 - DECISION: reject, JOB_ID: 1
2025-05-06 23:41:48 - DECISION: accept, JOB_ID: 1
2025-05-06 23:41:55 - DECISION: accept, JOB_ID: 1
2025-05-06 23:45:18 - DECISION: accept, JOB_ID: 1
2025-05-06 23:45:20 - DECISION: reject, JOB_ID: 1
2025-05-06 23:45:27 - DECISION: reject, JOB_ID: 1
2025-05-06 23:45:51 - DECISION: reject, JOB_ID: 1
2025-05-06 23:49:01 - DECISION: accept, JOB_ID: 1
2025-05-06 23:49:46 - DECISION: accept, JOB_ID: 1
2025-05-06 23:51:18 - DECISION: accept, JOB_ID: 1
2025-05-06 23:51:22 - DECISION: reject, JOB_ID: 1
2025-05-06 23:51:39 - DECISION: reject, JOB_ID: 1
2025-05-06 23:51:47 - DECISION: reject, JOB_ID: 1
2025-05-06 23:51:51 - DECISION: reject, JOB_ID: 1
2025-05-06 23:51:56 - DECISION: reject, JOB_ID: 1
2025-05-06 23:52:14 - DECISION: reject, JOB_ID: 1
2025-05-06 23:53:26 - DECISION: accept, JOB_ID: 1
2025-05-06 23:53:27 - DECISION: reject, JOB_ID: 1
2025-05-06 23:53:31 - DECISION: reject, JOB_ID: 1
2025-05-06 23:53:41 - DECISION: reject, JOB_ID: 1
2025-05-06 23:53:53 - DECISION: reject, JOB_ID: 1
2025-05-06 23:54:15 - DECISION: reject, JOB_ID: 1
2025-05-06 23:54:58 - DECISION: reject, JOB_ID: 1
2025-05-06 23:55:14 - DECISION: reject, JOB_ID: 1
2025-05-06 23:55:17 - DECISION: reject, JOB_ID: 1
2025-05-06 23:55:37 - DECISION: reject, JOB_ID: 1
2025-05-06 23:55:46 - DECISION: accept, JOB_ID: 1
2025-05-06 23:55:55 - DECISION: reject, JOB_ID: 1
2025-05-06 23:56:14 - DECISION: reject, JOB_ID: 1
2025-05-06 23:56:23 - DECISION: accept, JOB_ID: 1
2025-05-06 23:56:53 - DECISION: reject, JOB_ID: 1
2025-05-06 23:57:08 - DECISION: accept, JOB_ID: 1
2025-05-06 23:57:28 - DECISION: accept, JOB_ID: 1
2025-05-06 23:57:42 - DECISION: accept, JOB_ID: 1
2025-05-06 23:58:18 - DECISION: accept, JOB_ID: 1
2025-05-07 00:01:10 - DECISION: reject, JOB_ID: 1
2025-05-07 00:01:14 - DECISION: reject, JOB_ID: 1
2025-05-07 00:01:37 - DECISION: reject, JOB_ID: 1
2025-05-07 00:01:57 - DECISION: reject, JOB_ID: 1
2025-05-07 00:02:14 - DECISION: accept, JOB_ID: 1
2025-05-07 00:02:28 - DECISION: reject, JOB_ID: 1
2025-05-07 00:02:35 - DECISION: reject, JOB_ID: 1
2025-05-07 00:02:59 - DECISION: reject, JOB_ID: 1
2025-05-07 00:03:11 - DECISION: accept, JOB_ID: 1
2025-05-07 00:03:22 - DECISION: reject, JOB_ID: 1
2025-05-07 00:03:29 - DECISION: reject, JOB_ID: 1
2025-05-07 00:03:42 - DECISION: accept, JOB_ID: 1
2025-05-07 00:03:54 - DECISION: reject, JOB_ID: 1
2025-05-07 00:04:01 - DECISION: reject, JOB_ID: 1
2025-05-07 00:04:03 - DECISION: reject, JOB_ID: 1
2025-05-07 00:04:05 - DECISION: reject, JOB_ID: 1
2025-05-07 00:04:54 - DECISION: reject, JOB_ID: 1
2025-05-07 00:05:11 - DECISION: reject, JOB_ID: 1
2025-05-07 00:05:23 - DECISION: reject, JOB_ID: 1
2025-05-07 00:09:12 - DECISION: reject, JOB_ID: 1
2025-05-07 00:09:22 - DECISION: reject, JOB_ID: 1
2025-05-07 00:09:24 - DECISION: reject, JOB_ID: 1
2025-05-07 00:09:49 - DECISION: accept, JOB_ID: 1
2025-05-07 00:09:55 - DECISION: accept, JOB_ID: 1
2025-05-07 00:10:03 - DECISION: reject, JOB_ID: 1
2025-05-07 00:10:11 - DECISION: reject, JOB_ID: 1
2025-05-07 00:11:08 - DECISION: accept, JOB_ID: 1
2025-05-07 00:11:15 - DECISION: accept, JOB_ID: 1
2025-05-07 00:11:21 - DECISION: accept, JOB_ID: 1
2025-05-07 00:11:42 - DECISION: accept, JOB_ID: 1
2025-05-07 00:11:48 - DECISION: accept, JOB_ID: 1
2025-05-07 00:12:09 - DECISION: reject, JOB_ID: 1
2025-05-07 00:12:15 - DECISION: reject, JOB_ID: 1
2025-05-07 00:13:31 - DECISION: accept, JOB_ID: 1
2025-05-07 00:13:36 - DECISION: reject, JOB_ID: 1
2025-05-07 00:13:46 - DECISION: accept, JOB_ID: 1
2025-05-07 00:15:39 - DECISION: reject, JOB_ID: 1
2025-05-07 00:17:31 - DECISION: reject, JOB_ID: 1
2025-05-07 00:17:46 - DECISION: reject, JOB_ID: 1
2025-05-07 00:17:56 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:10 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:14 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:15 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:34 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:43 - DECISION: reject, JOB_ID: 1
2025-05-07 00:18:51 - DECISION: reject, JOB_ID: 1
2025-05-07 00:19:31 - DECISION: accept, JOB_ID: 1
2025-05-07 00:19:41 - DECISION: reject, JOB_ID: 1
2025-05-07 00:19:49 - DECISION: reject, JOB_ID: 1
2025-05-07 00:19:55 - DECISION: reject, JOB_ID: 1
2025-05-07 00:19:59 - DECISION: reject, JOB_ID: 1
2025-05-07 00:20:02 - DECISION: reject, JOB_ID: 1
2025-05-07 00:22:12 - DECISION: reject, JOB_ID: 1
2025-05-07 00:22:36 - DECISION: accept, JOB_ID: 1
2025-05-07 00:22:39 - DECISION: reject, JOB_ID: 1
2025-05-07 00:22:51 - DECISION: accept, JOB_ID: 1
2025-05-07 00:23:00 - DECISION: reject, JOB_ID: 1
2025-05-07 00:23:37 - DECISION: accept, JOB_ID: 1
2025-05-07 00:24:59 - DECISION: reject, JOB_ID: 1
2025-05-07 00:25:02 - DECISION: reject, JOB_ID: 1
2025-05-07 00:25:07 - DECISION: reject, JOB_ID: 1
2025-05-07 00:25:25 - DECISION: accept, JOB_ID: 1
2025-05-07 00:25:31 - DECISION: reject, JOB_ID: 1
2025-05-07 00:25:46 - DECISION: reject, JOB_ID: 1
2025-05-07 00:26:27 - DECISION: accept, JOB_ID: 1
2025-05-07 00:28:29 - DECISION: accept, JOB_ID: 1
2025-05-07 00:28:42 - DECISION: accept, JOB_ID: 1
2025-05-07 00:28:52 - DECISION: reject, JOB_ID: 1
2025-05-07 00:28:57 - DECISION: reject, JOB_ID: 1
2025-05-07 00:29:16 - DECISION: reject, JOB_ID: 1
2025-05-07 00:29:19 - DECISION: reject, JOB_ID: 1
2025-05-07 00:29:43 - DECISION: accept, JOB_ID: 1
2025-05-07 00:29:56 - DECISION: reject, JOB_ID: 1
2025-05-07 00:34:59 - DECISION: reject, JOB_ID: 1
2025-05-07 00:35:04 - DECISION: reject, JOB_ID: 1
2025-05-07 00:35:08 - DECISION: reject, JOB_ID: 1
2025-05-07 00:37:56 - DECISION: accept, JOB_ID: 1
2025-05-07 00:38:00 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:01 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:05 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:07 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:09 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:12 - DECISION: reject, JOB_ID: 1
2025-05-07 00:38:19 - DECISION: accept, JOB_ID: 1
2025-05-07 00:38:31 - DECISION: accept, JOB_ID: 1
2025-05-07 00:38:46 - DECISION: accept, JOB_ID: 1
2025-05-07 00:38:52 - DECISION: accept, JOB_ID: 1
2025-05-07 00:39:07 - DECISION: accept, JOB_ID: 1
2025-05-07 00:39:20 - DECISION: accept, JOB_ID: 1
2025-05-07 00:39:39 - DECISION: accept, JOB_ID: 1
2025-05-07 00:39:41 - DECISION: reject, JOB_ID: 1
2025-05-07 00:39:50 - DECISION: reject, JOB_ID: 1
2025-05-07 00:40:06 - DECISION: accept, JOB_ID: 1
2025-05-07 00:42:59 - DECISION: reject, JOB_ID: 1
2025-05-07 00:43:13 - DECISION: accept, JOB_ID: 1
2025-05-07 00:43:22 - DECISION: reject, JOB_ID: 1
2025-05-07 00:43:37 - DECISION: accept, JOB_ID: 1
2025-05-07 00:43:43 - DECISION: reject, JOB_ID: 1
2025-05-07 00:43:55 - DECISION: reject, JOB_ID: 1
2025-05-07 00:44:08 - DECISION: reject, JOB_ID: 1
2025-05-07 00:44:23 - DECISION: accept, JOB_ID: 1
2025-05-07 00:44:32 - DECISION: accept, JOB_ID: 1
2025-05-07 00:45:01 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:09 - DECISION: accept, JOB_ID: 1
2025-05-07 00:45:22 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:28 - DECISION: accept, JOB_ID: 1
2025-05-07 00:45:30 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:34 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:39 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:46 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:49 - DECISION: accept, JOB_ID: 1
2025-05-07 00:45:55 - DECISION: reject, JOB_ID: 1
2025-05-07 00:45:58 - DECISION: accept, JOB_ID: 1
2025-05-07 00:46:04 - DECISION: accept, JOB_ID: 1
2025-05-07 00:46:07 - DECISION: accept, JOB_ID: 1
2025-05-07 00:46:17 - DECISION: accept, JOB_ID: 1
2025-05-07 00:46:19 - DECISION: reject, JOB_ID: 1
2025-05-07 00:46:20 - DECISION: reject, JOB_ID: 1
2025-05-07 00:46:29 - DECISION: reject, JOB_ID: 1
2025-05-07 10:03:43 - DECISION: reject, JOB_ID: 1
2025-05-07 10:05:50 - DECISION: reject, JOB_ID: 1
2025-05-07 10:06:02 - DECISION: accept, JOB_ID: 1
2025-05-07 10:06:23 - DECISION: reject, JOB_ID: 1
2025-05-07 10:06:25 - DECISION: reject, JOB_ID: 1
2025-05-07 10:06:27 - DECISION: reject, JOB_ID: 1
2025-05-07 10:16:26 - DECISION: reject, JOB_ID: 1
2025-05-07 10:19:11 - DECISION: reject, JOB_ID: 1
2025-05-07 10:19:19 - DECISION: accept, JOB_ID: 1
2025-05-07 10:19:32 - DECISION: reject, JOB_ID: 1
2025-05-07 10:19:41 - DECISION: reject, JOB_ID: 1
2025-05-07 10:20:51 - DECISION: reject, JOB_ID: 1
2025-05-07 10:22:24 - DECISION: reject, JOB_ID: 1
2025-05-07 10:22:38 - DECISION: accept, JOB_ID: 1
2025-05-07 10:23:02 - DECISION: reject, JOB_ID: 1
2025-05-07 10:23:03 - DECISION: reject, JOB_ID: 1
2025-05-07 10:23:12 - DECISION: reject, JOB_ID: 1
2025-05-07 10:23:29 - DECISION: reject, JOB_ID: 1
2025-05-07 10:23:39 - DECISION: reject, JOB_ID: 1
2025-05-07 10:24:12 - DECISION: accept, JOB_ID: 1
2025-05-07 10:24:15 - DECISION: accept, JOB_ID: 1
2025-05-07 10:24:23 - DECISION: reject, JOB_ID: 1
2025-05-07 10:24:37 - DECISION: accept, JOB_ID: 1
2025-05-07 10:24:47 - DECISION: reject, JOB_ID: 1
2025-05-07 10:25:53 - DECISION: reject, JOB_ID: 1
2025-05-07 10:25:58 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:03 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:13 - DECISION: accept, JOB_ID: 1
2025-05-07 10:26:18 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:24 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:31 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:38 - DECISION: accept, JOB_ID: 1
2025-05-07 10:26:45 - DECISION: reject, JOB_ID: 1
2025-05-07 10:26:52 - DECISION: accept, JOB_ID: 1
2025-05-07 10:26:56 - DECISION: accept, JOB_ID: 1
2025-05-07 10:27:02 - DECISION: accept, JOB_ID: 1
2025-05-07 10:27:09 - DECISION: accept, JOB_ID: 1
2025-05-07 10:27:16 - DECISION: reject, JOB_ID: 1
2025-05-07 10:27:23 - DECISION: accept, JOB_ID: 1
2025-05-07 10:27:26 - DECISION: reject, JOB_ID: 1
2025-05-07 10:27:28 - DECISION: reject, JOB_ID: 1
2025-05-07 10:33:52 - DECISION: reject, JOB_ID: 1
2025-05-07 10:33:58 - DECISION: reject, JOB_ID: 1
2025-05-07 10:35:23 - DECISION: reject, JOB_ID: 1
2025-05-07 10:35:28 - DECISION: reject, JOB_ID: 1
2025-05-07 10:35:32 - DECISION: reject, JOB_ID: 1
2025-05-07 10:35:42 - DECISION: reject, JOB_ID: 1
2025-05-07 10:35:46 - DECISION: reject, JOB_ID: 1
2025-05-07 10:36:03 - DECISION: reject, JOB_ID: 1
2025-05-07 10:36:05 - DECISION: reject, JOB_ID: 1
2025-05-07 10:36:10 - DECISION: accept, JOB_ID: 1
2025-05-07 10:36:13 - DECISION: reject, JOB_ID: 1
2025-05-07 10:36:19 - DECISION: accept, JOB_ID: 1
2025-05-07 10:36:25 - DECISION: reject, JOB_ID: 1
2025-05-07 10:36:29 - DECISION: accept, JOB_ID: 1
2025-05-07 10:36:40 - DECISION: accept, JOB_ID: 1
2025-05-07 10:40:19 - DECISION: reject, JOB_ID: 1
2025-05-07 10:41:14 - DECISION: reject, JOB_ID: 1
2025-05-07 10:41:19 - DECISION: reject, JOB_ID: 1
2025-05-07 10:41:24 - DECISION: reject, JOB_ID: 1
2025-05-07 10:41:29 - DECISION: reject, JOB_ID: 1
2025-05-07 10:41:33 - DECISION: accept, JOB_ID: 1
2025-05-07 10:41:40 - DECISION: accept, JOB_ID: 1
2025-05-07 10:41:56 - DECISION: reject, JOB_ID: 1
2025-05-07 10:44:06 - DECISION: reject, JOB_ID: 1
2025-05-07 10:44:13 - DECISION: reject, JOB_ID: 1
2025-05-07 10:44:17 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:10 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:21 - DECISION: accept, JOB_ID: 1
2025-05-07 10:49:26 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:33 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:49 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:52 - DECISION: reject, JOB_ID: 1
2025-05-07 10:49:55 - DECISION: accept, JOB_ID: 1
2025-05-07 10:50:03 - DECISION: reject, JOB_ID: 1
2025-05-07 10:50:14 - DECISION: accept, JOB_ID: 1
2025-05-07 10:50:20 - DECISION: reject, JOB_ID: 1
2025-05-07 10:50:23 - DECISION: reject, JOB_ID: 1
2025-05-07 10:50:31 - DECISION: reject, JOB_ID: 1
2025-05-07 10:50:36 - DECISION: reject, JOB_ID: 1
2025-05-07 10:50:42 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:04 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:22 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:32 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:44 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:54 - DECISION: reject, JOB_ID: 1
2025-05-07 10:54:57 - DECISION: reject, JOB_ID: 1
2025-05-07 10:55:08 - DECISION: reject, JOB_ID: 1
2025-05-07 10:55:29 - DECISION: accept, JOB_ID: 1
2025-05-07 10:55:45 - DECISION: reject, JOB_ID: 1
2025-05-07 10:55:58 - DECISION: reject, JOB_ID: 1
2025-05-07 10:56:13 - DECISION: reject, JOB_ID: 1
2025-05-07 10:57:51 - DECISION: reject, JOB_ID: 1
2025-05-07 10:57:59 - DECISION: reject, JOB_ID: 1
2025-05-07 10:59:04 - DECISION: reject, JOB_ID: Software Developer
2025-05-07 10:59:21 - DECISION: reject, JOB_ID: Software Developer, Vegas Feature
2025-05-07 10:59:39 - DECISION: accept, JOB_ID: Software Engineering Intern Simulation Framework
2025-05-07 10:59:45 - DECISION: reject, JOB_ID: Operations & PM Intern 4 Months
2025-05-07 10:59:53 - DECISION: reject, JOB_ID: Engineering assistant- Extension of the toolkit landscape for the calculation of electrical machines
2025-05-07 10:59:56 - DECISION: reject, JOB_ID: Radon Research Assistant
2025-05-07 11:00:13 - DECISION: reject, JOB_ID: System Verification Intern
2025-05-07 11:00:29 - DECISION: reject, JOB_ID: Data Analyst Intern
2025-05-07 11:00:53 - DECISION: reject, JOB_ID: Trades & Engineering Math Tutor
2025-05-07 11:01:01 - DECISION: reject, JOB_ID: QA Analyst Intern (8 months)
2025-05-07 12:21:11 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:18 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:23 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:29 - DECISION: accept, JOB_ID: 1
2025-05-07 12:21:33 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:39 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:45 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:52 - DECISION: reject, JOB_ID: 1
2025-05-07 12:21:58 - DECISION: reject, JOB_ID: 1
2025-05-07 12:22:14 - DECISION: reject, JOB_ID: 1
2025-05-07 12:22:18 - DECISION: reject, JOB_ID: 1
2025-05-07 12:22:23 - DECISION: reject, JOB_ID: 1
2025-05-07 12:22:33 - DECISION: reject, JOB_ID: 1
2025-05-07 12:22:39 - DECISION: accept, JOB_ID: 1
2025-05-07 12:22:41 - DECISION: reject, JOB_ID: 1
2025-05-07 13:24:44 - DECISION: reject, JOB_ID: Warrior Recreation Conditioning Assistant
2025-05-07 13:25:01 - DECISION: reject, JOB_ID: Software Engineering Associate
2025-05-07 13:25:13 - DECISION: reject, JOB_ID: Software Engineering Associate
2025-05-07 13:25:29 - DECISION: accept, JOB_ID: Associate Machine Learning Developer
2025-05-07 13:25:32 - DECISION: reject, JOB_ID: Mechanical Engineering Intern
2025-05-07 13:25:46 - DECISION: reject, JOB_ID: Mechatronics Engineering Intern
2025-05-07 13:38:09 - DECISION: reject, JOB_ID: 1
2025-05-07 13:38:20 - DECISION: accept, JOB_ID: 1
2025-05-07 15:27:59 - DECISION: reject, JOB_ID: Solutions Engineering Intern (Fall/September 2025, 8+ Months)
2025-05-07 15:28:04 - DECISION: reject, JOB_ID: Firmware Intern
2025-05-07 15:28:12 - DECISION: reject, JOB_ID: Engineering Co-op Student (Brantford)
2025-05-07 15:28:18 - DECISION: reject, JOB_ID: Engineering Co-op Student (Cambridge)
2025-05-07 15:28:31 - DECISION: reject, JOB_ID: Robotics Hardware Intern
2025-05-07 15:28:33 - DECISION: reject, JOB_ID: Geographical Information Systems Co-op Student
2025-05-07 15:29:00 - DECISION: reject, JOB_ID: Signal Engineering Assistant (Electrical/Software) Co-op
2025-05-07 15:29:12 - DECISION: reject, JOB_ID: QA Automation Developer
2025-05-07 15:29:25 - DECISION: reject, JOB_ID: Software Developer Intern
2025-05-07 15:29:31 - DECISION: reject, JOB_ID: ITS Solutions Administrator
2025-05-07 15:29:50 - DECISION: reject, JOB_ID: Senior Analysis Student
2025-05-07 15:30:03 - DECISION: reject, JOB_ID: Project Coordinator
2025-05-07 15:30:40 - DECISION: reject, JOB_ID: Associate Business Solutions Consultant
2025-05-07 15:40:00 - DECISION: reject, JOB_ID: Mechatronics Engineering Student
2025-05-07 15:40:01 - DECISION: reject, JOB_ID: Engineering & Maintenance Assistant
2025-05-07 15:40:05 - DECISION: reject, JOB_ID: Firmware Intern
2025-05-07 15:40:07 - DECISION: reject, JOB_ID: Embedded Systems Design Engineering Intern
2025-05-07 15:40:09 - DECISION: reject, JOB_ID: Engineering Co-op Student (Brantford)
2025-05-07 15:40:14 - DECISION: reject, JOB_ID: Solutions Engineering Intern (Fall/September 2025, 8+ Months)
2025-05-07 15:40:18 - DECISION: reject, JOB_ID: Engineering Co-op Student (Cambridge)
2025-05-07 15:40:26 - DECISION: reject, JOB_ID: Robotics Hardware Intern
2025-05-07 15:40:43 - DECISION: reject, JOB_ID: Geographical Information Systems Co-op Student
2025-05-07 15:41:06 - DECISION: reject, JOB_ID: Signal Engineering Assistant (Electrical/Software) Co-op
2025-05-07 15:42:29 - DECISION: reject, JOB_ID: QA Automation Developer
2025-05-07 15:42:37 - DECISION: reject, JOB_ID: Software Developer Intern
2025-05-07 15:42:39 - DECISION: reject, JOB_ID: ITS Solutions Administrator
2025-05-07 15:42:41 - DECISION: reject, JOB_ID: Senior Analysis Student
2025-05-07 15:42:44 - DECISION: reject, JOB_ID: Project Coordinator
2025-05-07 15:44:10 - DECISION: reject, JOB_ID: Cloud DevOps Engineering Intern
2025-05-07 15:44:13 - DECISION: reject, JOB_ID: Associate Business Solutions Consultant
2025-05-07 15:44:17 - DECISION: reject, JOB_ID: Mobile App Developer
2025-05-07 15:44:57 - DECISION: reject, JOB_ID: Junior Developer
2025-05-07 15:45:12 - DECISION: reject, JOB_ID: Software Engineering Associate
2025-05-07 15:45:21 - DECISION: reject, JOB_ID: Intern - Acoustics and Vibration Engineering
2025-05-07 15:45:23 - DECISION: reject, JOB_ID: Software Developer Co-op
2025-05-07 15:47:39 - DECISION: reject, JOB_ID: Game Developer
2025-05-07 15:47:52 - DECISION: reject, JOB_ID: Software Developer
2025-05-07 15:48:29 - DECISION: reject, JOB_ID: Junior Site Reliability Engineering Intern
2025-05-07 15:48:31 - DECISION: reject, JOB_ID: Associate Machine Learning Developer
2025-05-07 15:48:33 - DECISION: reject, JOB_ID: Mechanical Engineering Intern
2025-05-07 15:48:33 - DECISION: reject, JOB_ID: Mechatronics Engineering Intern
2025-05-07 15:49:08 - DECISION: reject, JOB_ID: Software Developer
2025-05-07 15:49:19 - DECISION: reject, JOB_ID: Electricity Market Analyst Student (Market Evolution and Integration)
2025-05-07 15:49:40 - DECISION: reject, JOB_ID: Software Developer, Vegas Feature
2025-05-07 15:50:36 - DECISION: reject, JOB_ID: Software Engineering Intern Simulation Framework
2025-05-07 15:50:54 - DECISION: reject, JOB_ID: IT Service Desk Support Co-op
2025-05-07 15:52:31 - DECISION: reject, JOB_ID: Software Engineering
2025-05-07 15:52:32 - DECISION: reject, JOB_ID: Operations & PM Intern 4 Months
2025-05-07 15:52:34 - DECISION: reject, JOB_ID: Mechanical Engineering Intern
2025-05-07 15:56:43 - DECISION: reject, JOB_ID: 1
2025-05-07 15:56:49 - DECISION: reject, JOB_ID: 1
2025-05-07 15:56:53 - DECISION: reject, JOB_ID: 1
2025-05-07 15:57:04 - DECISION: reject, JOB_ID: 1
